country_code,year,region,export_value,import_value,diversity,diversity_075,hhi,entropy,primary_share,manufacturing_share,eci,diversity_complexity
PER,2007,Latin America and Caribbean,28008403281,18919414626,166,192,0.0726572764956392,3.51544750178506,0.543926687828528,0.456073312171472,-0.505546547794945,166
PER,2008,Latin America and Caribbean,29656821080,27259013366,173,199,0.0622716913157205,3.66865172363762,0.51124163355542,0.488758366444581,-0.423563156117551,173
PER,2009,Latin America and Caribbean,24757405810,19617046001,171,204,0.0712964265220534,3.63253006372173,0.503683172530264,0.496316827469736,-0.58342541875345,171
PER,2010,Latin America and Caribbean,31302787419,28956345998,180,212,0.0692691099072441,3.67009551006048,0.575036189814659,0.424963810185341,-0.55306560802947,180
PER,2011,Latin America and Caribbean,40667798855,35418031938,183,215,0.07511714773175,3.60223496581533,0.588700685974218,0.411299314025782,-0.446927279963311,183
PER,2012,Latin America and Caribbean,44890475258,41096825799,188,225,0.074473395387409,3.70491646232049,0.55612463905806,0.443875360941941,-0.312676998274162,188
PER,2013,Latin America and Caribbean,43112072083,41615371408,187,216,0.0685275893871615,3.76691491491114,0.548953825333119,0.451046174666881,-0.471129994438764,187
PER,2014,Latin America and Caribbean,37120433805,38308735955,192,227,0.0644510594331497,3.8384767134512,0.599505682662644,0.400494317337356,-0.535712727379212,192
PER,2015,Latin America and Caribbean,33666013484,36107010790,185,215,0.067888650064447,3.88190521228527,0.571315848790385,0.428684151209615,-0.509947492912055,185
PER,2016,Latin America and Caribbean,34650999620,32601645078,163,195,0.0941212470921672,3.58544474782206,0.615894430897806,0.384105569102194,-0.662916478547807,163
PER,2017,Latin America and Caribbean,41488823273,36120798074,157,185,0.108208830977241,3.40962929977944,0.659278304497021,0.340721695502979,-0.516773578310106,157
PER,2018,Latin America and Caribbean,45665769257,39300270522,157,182,0.102671584162258,3.4532719036965,0.66407682240788,0.33592317759212,-0.512369740148612,157
PER,2019,Latin America and Caribbean,43739600183,38728418585,158,181,0.0975498405167155,3.51926646162225,0.664768155409456,0.335231844590544,-0.572044571804591,158
PER,2020,Latin America and Caribbean,39302019669,33211331014,158,175,0.0930230641585179,3.53809073082967,0.643412293082378,0.356587706917622,-0.629670999937127,158
PER,2021,Latin America and Caribbean,56993343877,46491488766,149,170,0.104417422086771,3.44231191090489,0.682381611121694,0.317618388878306,-0.669196581132638,149
PER,2022,Latin America and Caribbean,58771758009,53285750781,159,183,0.083192339181098,3.60735975854429,0.667817629412917,0.332182370587083,-0.794268589742736,159
PER,2023,Latin America and Caribbean,61633578585,48136444960,147,179,0.117528052475258,3.38308154012396,0.691992308513786,0.308007691486214,-0.66383016284518,147
